wdt_ID,Domain,Price,Date,DateTime,Domain Length,Venue,Extension,Source,Sold Times,LTO,Hyphen,Number,Pattern,Domain Status
19183,Morpheos.com,"24,500",2025-12-31,2025-12-31 00:16,8,Atom,.com,Twitter (https://x.com/garettjthompson/status/2006547756568240224),,,,,,
19182,Bright.video,"5,999",2025-12-31,2025-12-31 00:15,6,Afternic,.video,Twitter (https://x.com/fivedotbest/status/2006525006013210650),,,,,,
19181,ClinicConsortium.org,"1,695",2025-12-31,2025-12-31 00:14,16,Afternic,.org,Twitter (https://x.com/Karakehayov/status/2006484053898440798),,,,,,Developed
19180,ProvisoGroup.com,"3,999",2025-12-31,2025-12-31 00:13,12,Afternic,.com,DomainX (https://t.me/joinchat/KyK8Ik8222OWngi-RG7E2Q),,,,,,
19179,VampAi.com,"4,999",2025-12-31,2025-12-31 00:12,6,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530445),,,,,,
19178,RAGApp.com,"1,500",2025-12-31,2025-12-31 00:11,6,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530433),,,,,,
19177,CredGPT.com,"2,999",2025-12-31,2025-12-31 00:10,7,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530431),,,,,,
19176,CogniCharge.com,"2,499",2025-12-31,2025-12-31 00:09,11,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530430),,,,,,Developed
19175,Pactical.com,"2,695",2025-12-31,2025-12-31 00:08,8,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530429),,,,,,
19174,PawTend.com,"1,988",2025-12-31,2025-12-31 00:07,7,Atom,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530426),,,,,,In Development
19173,TrialKart.com,499,2025-12-31,2025-12-31 00:06,9,Afternic,.com,Twitter (https://x.com/krishnakumar_ka/status/2006371872976576936),,,,,,
19172,USAtomics.com,"1,245",2025-12-31,2025-12-31 00:05,9,Afternic,.com,Twitter (https://x.com/Med_ElGourna/status/2006354150112600465),,,,,,
19171,TalkingPhoto.com,"2,500",2025-12-31,2025-12-31 00:04,12,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530358),,,,,,
19170,Sweltr.com,"3,400",2025-12-31,2025-12-31 00:03,6,Atom,.com,Twitter (https://x.com/domaining/status/2006343203054895156),,,,,,
19169,Creator.markets,499,2025-12-31,2025-12-31 00:02,7,Spaceship,.markets,Twitter (https://x.com/krishnakumar_ka/status/2006282737955766407),,,,,,Developed
19168,SpotMe.io,"3,495",2025-12-31,2025-12-31 00:01,6,Afternic,.io,Twitter (https://x.com/Lordomainer/status/2006269720455168423),,,,,,
19167,Zeus.ml,"2,200",2025-12-30,2025-12-30 00:29,4,Spaceship,.ml,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530108),,,,,,Developed
19166,HXRZ.com,"2,999",2025-12-30,2025-12-30 00:28,4,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530055),2,,,,,
19165,GSXP.com,"1,999",2025-12-30,2025-12-30 00:27,4,Spaceship,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530055),,,,,,
19164,YSKE.com,"2,999",2025-12-30,2025-12-30 00:26,4,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530055),2,,,,,
19163,RRKW.com,"2,999",2025-12-30,2025-12-30 00:25,4,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530055),,,,,,
19162,WGZF.com,"2,999",2025-12-30,2025-12-30 00:24,4,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530055),,,,,,
19161,CSZH.com,"1,999",2025-12-30,2025-12-30 00:23,4,Spaceship,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530055),,,,,,
19160,YSCW.com,"1,999",2025-12-30,2025-12-30 00:22,4,Spaceship,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530055),,,,,,
19159,RNAQ.com,"1,999",2025-12-30,2025-12-30 00:21,4,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530053),,,,,,
19158,OPDQ.com,999,2025-12-30,2025-12-30 00:20,4,Spaceship,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530053),,,,,,
19157,BKDQ.com,999,2025-12-30,2025-12-30 00:19,4,Spaceship,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530053),,,,,,
19156,HQLG.com,"1,999",2025-12-30,2025-12-30 00:18,4,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9530053),,,,,,
19155,RefurbishedUltrasound.com,399,2025-12-30,2025-12-30 00:17,21,Afternic,.com,Twitter (https://x.com/Gracejennane/status/2006143198410809549),,,,,,
19154,Latavius.com,150,2025-12-30,2025-12-30 00:16,8,Afternic,.com,Facebook (https://www.facebook.com/photo/?fbid=3868980313232404&set=pcb.2185290885332298),,,,,,
19153,TraderStrong.com,169,2025-12-30,2025-12-30 00:15,12,Afternic,.com,Facebook (https://www.facebook.com/photo/?fbid=3868980286565740&set=pcb.2185290885332298),,,,,,
19152,PeopleCollab.com,100,2025-12-30,2025-12-30 00:14,12,Afternic,.com,Twitter (https://x.com/OptimalDomain/status/2006048633590780332),,,,,,
19150,FluentDispensary.com,"1,499",2025-12-30,2025-12-30 00:13,16,Afternic,.com,DomainX (https://t.me/joinchat/KyK8Ik8222OWngi-RG7E2Q),,,,,,
19149,AirTransfer.com,"50,000",2025-12-30,2025-12-30 00:12,11,DomainMarket,.com,Twitter (https://x.com/mikemanndotcom/status/2006124725576032734),,,,,,
19148,PYW.ai,"1,800",2025-12-30,2025-12-30 00:11,3,Spaceship,.ai,Twitter (https://x.com/PuregeoMedia/status/2006105903125209485),,,,,,
19147,BearSkincare.com,348,2025-12-30,2025-12-30 00:10,12,Afternic,.com,Twitter (https://x.com/starfat020/status/2006104290134270160),,,,,,
19146,SubAgents.com,"18,000",2025-12-30,2025-12-30 00:09,9,Spaceship,.com,Twitter (https://x.com/handreg/status/2006062215577604522),,,,,,Developed
19145,TheBonk.com,"1,888",2025-12-30,2025-12-30 00:08,7,Afternic,.com,Twitter (https://x.com/cultra/status/2006059614941393182),,Yes,,,,
19144,YY.ae,995,2025-12-30,2025-12-30 00:07,2,Afternic,.ae,Twitter (https://x.com/DomainJames/status/2006037871661109338),,,,,,
19143,AppliedAI.ai,"7,948",2025-12-30,2025-12-30 00:06,9,Atom,.ai,Twitter (https://x.com/Domains516390/status/2006034136805306449),,,,,,
19142,EatOut.uk,"1,000",2025-12-30,2025-12-30 00:05,6,Afternic,.uk,Twitter (https://x.com/Karakehayov/status/2006027246419558641),,,,,,In Development
19141,WorldOfBongs.com,"4,444",2025-12-30,2025-12-30 00:04,12,Afternic,.com,Twitter (https://x.com/justdropped/status/2005976466119614820),2,,,,,
19140,GainCS.com,479,2025-12-30,2025-12-30 00:03,6,Afternic,.com,Twitter (https://x.com/fluorik/status/2005937395452018720),,,,,,
19139,PayAi.cc,450,2025-12-30,2025-12-30 00:02,5,Afternic,.cc,Twitter (https://x.com/DomainXHub/status/2005926649146044744),,,,,,
19138,Andreas-Schwarz.com,600,2025-12-30,2025-12-30 00:01,15,Afternic,.com,Twitter (https://x.com/DomainBuyNow/status/2005911052253348350),,,Yes,,FNLN,
19151,SBK.uk,800,2025-12-29,2025-12-29 00:15,3,Afternic,.uk,Twitter (https://x.com/Karakehayov/status/2005694301787800027),,,,,,
19137,Production.life,"3,250",2025-12-29,2025-12-29 00:14,10,Afternic,.life,Twitter (https://x.com/fivedotbest/status/2005812014996754731),,,,,,
19136,SaloAi.com,"19,888",2025-12-29,2025-12-29 00:13,6,Afternic,.com,Twitter (https://x.com/brandables/status/2005809408526409745),2,,,,,
19135,Tickets.sk,"1,765",2025-12-29,2025-12-29 00:12,7,Sedo,.sk,Twitter (https://x.com/Karakehayov/status/2005755681471615437),,,,,,
19134,KeyPay.co,523,2025-12-29,2025-12-29 00:11,6,Afternic,.co,Twitter (https://x.com/PensDomain/status/2005750876284281114),,,,,,
19133,MetaLabs.ai,"36,000",2025-12-29,2025-12-29 00:10,8,Afternic,.ai,Twitter (https://x.com/HighStDomains/status/2005742937821638826),,,,,,
19132,Onex.co.za,"1,500",2025-12-29,2025-12-29 00:09,4,Afternic,.co.za,Twitter (https://x.com/Karakehayov/status/2005699295882928466),,,,,,
19131,Zamunda.org,"1,340",2025-12-29,2025-12-29 00:08,7,Afternic,.org,Twitter (https://x.com/CatchingDomains/status/2005679688115720539),,,,,,
19130,CorrineJackson.com,559,2025-12-29,2025-12-29 00:07,14,Afternic,.com,Twitter (https://x.com/Karakehayov/status/2005648500361699507),,,,,FNLN,
19129,Winnz.com,"5,994",2025-12-29,2025-12-29 00:06,5,Atom,.com,Twitter (https://x.com/Domainox/status/2005637358314741974),,,,,,
19128,LuckyWinCasino.com,"1,500",2025-12-29,2025-12-29 00:05,14,Afternic,.com,Twitter (https://x.com/justdropped/status/2005617689327481050),,,,,,
19127,iPowerBoat.com,399,2025-12-29,2025-12-29 00:04,10,Afternic,.com,Twitter (https://x.com/Domainox/status/2005584985697497481),,,,,,Developed
19126,BrockBanks.com,"3,500",2025-12-29,2025-12-29 00:03,10,Afternic,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9529080),,Yes,,,,Developed
19125,PepperWing.com,15,2025-12-29,2025-12-29 00:02,10,Dynadot,.com,Facebook (https://www.facebook.com/photo?fbid=26436050115984893&set=pcb.2184043868790333),,,,,,
19124,Dolmoon.com,15,2025-12-29,2025-12-29 00:01,7,Dynadot,.com,Facebook (https://www.facebook.com/photo?fbid=26436050115984893&set=pcb.2184043868790333),,,,,,
19123,UtahVintageCars.com,150,2025-12-28,2025-12-28 00:09,15,Spaceship,.com,Twitter (https://x.com/KoraikHamza/status/2005428006412812653),,,,,Geo,
19122,BuyUnlimited.com,250,2025-12-28,2025-12-28 00:08,12,Afternic,.com,Twitter (https://x.com/OptimalDomain/status/2005449944392749409),,,,,,
19121,QatarRealtor.com,200,2025-12-28,2025-12-28 00:07,12,Spaceship,.com,Twitter (https://x.com/KintuLabs/status/2005436365794934958),,,,,Geo,
19120,ChromemCP.com,259,2025-12-28,2025-12-28 00:06,9,Spaceship,.com,Twitter (https://x.com/whatsnew_net/status/2005301091056119867),,,,,,
19119,ScaleUp.co.za,"1,100",2025-12-28,2025-12-28 00:05,7,Afternic,.co.za,Twitter (https://x.com/Karakehayov/status/2005298100970344653),,,,,,
19118,55RP.com,488,2025-12-28,2025-12-28 00:04,4,Afternic,.com,Twitter (https://x.com/OnurKocayigit/status/2005240996922278334),,,,Yes,,
19117,D2DU.com,825,2025-12-28,2025-12-28 00:03,4,Spaceship,.com,Twitter (https://x.com/yassafthereal/status/2005011260489031770),,,,Yes,,
19116,LandscapingServicesJacksonville.com,130,2025-12-28,2025-12-28 00:02,31,Afternic,.com,Facebook (https://www.facebook.com/photo/?fbid=2925396934297706&set=gm.2182617768932943&idorvanity=193798977814842),,,,,Geo,
19115,Evolve-Solutions.com,255,2025-12-28,2025-12-28 00:01,16,Afternic,.com,Facebook (https://www.facebook.com/photo/?fbid=4423678694576468&set=gm.2182521682275885&idorvanity=193798977814842),,,Yes,,,Developed
19114,Juma.ai,"25,000",2025-12-27,2025-12-27 00:10,4,Unknown,.ai,Twitter (https://x.com/doronvermaat/status/2005134800730956016),,,,,,Developed
19113,SuperUser.app,"1,995",2025-12-27,2025-12-27 00:09,9,Spaceship,.app,Twitter (https://x.com/synozeer/status/2005011427166486574),,,,,,
19112,PropCapTechnologies.com,"1,350",2025-12-27,2025-12-27 00:08,19,Afternic,.com,Twitter (https://x.com/Karakehayov/status/2004969022883078349),,,,,,
19111,Toolvera.com,50,2025-12-27,2025-12-27 00:07,8,Afternic,.com,Twitter (https://x.com/StartupNamesDN/status/2004888553613124061),,,,,,
19110,CuresLab.com,50,2025-12-27,2025-12-27 00:06,8,DropCatch,.com,Twitter (https://x.com/StartupNamesDN/status/2004888553613124061),,,,,,
19109,RoyalRealEstate.net,100,2025-12-27,2025-12-27 00:05,15,Afternic,.net,Twitter (https://x.com/NameHubs/status/2004871170131476751),,,,,,
19108,CGE.org,"8,200",2025-12-27,2025-12-27 00:04,3,Afternic,.org,Twitter (https://x.com/TheRightNames_/status/2004845281129680935),3,,,,,
19107,ExoticCarRental.com,325,2025-12-27,2025-12-27 00:03,15,Afternic,.com,Twitter (https://x.com/BouihiDomains/status/2004839934201606638),,,,,,
19106,AirductCleaningSpecialists.com,100,2025-12-27,2025-12-27 00:02,26,Afternic,.com,Facebook (https://www.facebook.com/photo/?fbid=2642967576066425&set=gm.2181007882427265&idorvanity=193798977814842),,,,,,
19105,TecWeb.net,50,2025-12-27,2025-12-27 00:01,6,Afternic,.net,Facebook (https://www.facebook.com/photo/?fbid=1179734240489990&set=gm.2181688702359183&idorvanity=193798977814842),,,,,,
19104,VisitTickets.com,500,2025-12-26,2025-12-26 00:09,12,Afternic,.com,Twitter (https://x.com/Domains516390/status/2004614055227727890),,Yes,,,,
19103,Numbers.vc,789,2025-12-26,2025-12-26 00:08,7,Afternic,.vc,Twitter (https://x.com/ISD_Domains/status/2004555549921378681),,,,,,
19102,CheetahIntelligence.com,"4,166",2025-12-26,2025-12-26 00:07,19,Unknown,.com,Twitter (https://x.com/Duval_ai/status/2004547059425382674),,,,,,
19101,EffortCapital.com,950,2025-12-26,2025-12-26 00:06,13,Afternic,.com,Twitter (https://x.com/MichaelCyger/status/2004574295461445819),2,,,,,
19100,Etouri.com,"4,988",2025-12-26,2025-12-26 00:05,6,Afternic,.com,Twitter (https://x.com/justdropped/status/2004526404655014178),,,,,,
19099,Atom.digital,"4,888",2025-12-26,2025-12-26 00:04,4,Afternic,.digital,Twitter (https://x.com/AIEQIQ/status/2004523393110917629),,,,,,
19098,OwlVoice.com,"3,995",2025-12-26,2025-12-26 00:03,8,Atom,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1334#post-9527338),,,,,,
19097,Keyz.ai,"4,175",2025-12-26,2025-12-26 00:02,4,Afternic,.ai,Twitter (https://x.com/SandroAgency/status/2004421774617071708),,,,,,
19096,EverydayBattle.com,"1,288",2025-12-26,2025-12-26 00:01,14,Afternic,.com,Facebook (https://www.facebook.com/photo/?fbid=122153420132862489&set=gm.2181671485694238&idorvanity=193798977814842),,,,,,
19095,DigitalPrime.net,100,2025-12-25,2025-12-25 00:11,12,Afternic,.net,Twitter (https://x.com/NameHubs/status/2004260214053437928),,,,,,
19094,JinglebellRock.com,"1,999",2025-12-25,2025-12-25 00:10,14,Afternic,.com,Twitter (https://x.com/domainpro/status/2003956762710626499),2,,,,,
19093,T1U.com,"4,777",2025-12-25,2025-12-25 00:09,3,Afternic,.com,Twitter (https://x.com/abcproductions/status/2004257572346646814),3,,,Yes,,Developed
19092,TheDavidProject.org,600,2025-12-25,2025-12-25 00:08,15,Afternic,.org,Twitter (https://x.com/Karakehayov/status/2004223806379069546),,,,,,
19091,PlanAdventures.com,50,2025-12-25,2025-12-25 00:07,14,Afternic,.com,Twitter (https://x.com/OptimalDomain/status/2004219720309133470),,,,,,
19090,KeywordStat.com,50,2025-12-25,2025-12-25 00:06,11,Afternic,.com,Twitter (https://x.com/OptimalDomain/status/2004219720309133470),,,,,,
19089,ArmsWorkout.com,65,2025-12-25,2025-12-25 00:05,11,Afternic,.com,Twitter (https://x.com/OptimalDomain/status/2004219720309133470),,,,,,
19088,RoboGF.com,"2,250",2025-12-25,2025-12-25 00:04,6,Atom,.com,NamePros (https://www.namepros.com/threads/report-completed-domain-name-sales-here.83628/page-1333#post-9526838),,,,,,
19087,JaxDumpster.com,100,2025-12-25,2025-12-25 00:03,11,Afternic,.com,Twitter (https://x.com/nameclad/status/2004122522380652663),,,,,,
19086,LondonRugCleaning.com,375,2025-12-25,2025-12-25 00:02,17,Afternic,.com,Facebook (https://www.facebook.com/photo/?fbid=713025048231724&set=gm.2180815599113160&idorvanity=193798977814842),,,,,,
19085,HomeCleaningDallas.com,50,2025-12-25,2025-12-25 00:01,18,Afternic,.com,Facebook (https://www.facebook.com/photo/?fbid=122112581283129180&set=gm.2181497635711623&idorvanity=193798977814842),,,,,Geo,
19084,GameFi.com,"300,000",2025-12-24,2025-12-24 00:07,6,Atom,.com,Twitter (https://x.com/domain/status/2004043418092425706),,,,,,
19083,Prosvit.org,799,2025-12-24,2025-12-24 00:06,7,Afternic,.org,Twitter (https://x.com/Karakehayov/status/2003928100908961923),,,,,,
